D44[0, 0, 0, 1, 1, 1, 0]
D44[0, 1, 0, 1, 0, 1, 0]
D44[0, 1, 0, 1, 1, 1, -1]
D44[0, 1, 0, 1, 1, 1, 0]
D44[1, 0, -1, 1, 1, 1, 0]
D44[1, 0, 0, 0, 1, 1, 0]
D44[1, 0, 0, 1, 1, 1, 0]
D44[1, 1, -1, 1, 0, 1, 0]
D44[1, 1, -1, 1, 1, 1, -1]
D44[1, 1, -1, 1, 1, 1, 0]
D44[1, 1, 0, 0, 0, 1, 0]
D44[1, 1, 0, 0, 1, 1, -1]
D44[1, 1, 0, 0, 1, 1, 0]
D44[1, 1, 0, 1, 0, 1, 0]
D44[1, 1, 0, 1, 1, 0, 0]
D44[1, 1, 0, 1, 1, 1, -1]
D44[1, 1, 0, 1, 1, 1, 0]
D54[0, 0, 0, 1, 1, 1, 0]
D54[0, 1, 0, 1, 0, 1, 0]
D54[0, 1, 0, 1, 1, 1, -1]
D54[0, 1, 0, 1, 1, 1, 0]
D54[1, 0, -1, 1, 1, 1, 0]
D54[1, 0, 0, 0, 1, 1, 0]
D54[1, 0, 0, 1, 1, 1, 0]
D54[1, 1, -1, 1, 0, 1, 0]
D54[1, 1, -1, 1, 1, 1, -1]
D54[1, 1, -1, 1, 1, 1, 0]
D54[1, 1, 0, 0, 0, 1, 0]
D54[1, 1, 0, 0, 1, 1, -1]
D54[1, 1, 0, 0, 1, 1, 0]
D54[1, 1, 0, 1, 0, 1, 0]
D54[1, 1, 0, 1, 1, 0, 0]
D54[1, 1, 0, 1, 1, 1, -1]
D54[1, 1, 0, 1, 1, 1, 0]
C52[0, 0, 0, 1, 1, 1, 0]
C52[0, 1, -1, 1, 1, 1, 0]
C52[0, 1, 0, 0, 1, 1, 0]
C52[0, 1, 0, 1, 0, 1, 0]
C52[0, 1, 0, 1, 1, 0, 0]
C52[0, 1, 0, 1, 1, 1, -1]
C52[0, 1, 0, 1, 1, 1, 0]
C52[1, -1, 0, 1, 1, 1, 0]
C52[1, 0, -1, 1, 1, 1, 0]
C52[1, 0, 0, 0, 1, 1, 0]
C52[1, 0, 0, 1, 0, 1, 0]
C52[1, 0, 0, 1, 1, 0, 0]
C52[1, 0, 0, 1, 1, 1, -1]
C52[1, 0, 0, 1, 1, 1, 0]
C52[1, 1, -1, 0, 1, 1, 0]
C52[1, 1, -1, 1, 0, 1, 0]
C52[1, 1, -1, 1, 1, 0, 0]
C52[1, 1, -1, 1, 1, 1, -1]
C52[1, 1, -1, 1, 1, 1, 0]
C52[1, 1, 0, -1, 1, 1, 0]
C52[1, 1, 0, 0, 0, 1, 0]
C52[1, 1, 0, 0, 1, 0, 0]
C52[1, 1, 0, 0, 1, 1, -1]
C52[1, 1, 0, 0, 1, 1, 0]
C52[1, 1, 0, 1, -1, 1, 0]
C52[1, 1, 0, 1, 0, 0, 0]
C52[1, 1, 0, 1, 0, 1, -1]
C52[1, 1, 0, 1, 0, 1, 0]
C52[1, 1, 0, 1, 1, -1, 0]
C52[1, 1, 0, 1, 1, 0, -1]
C52[1, 1, 0, 1, 1, 0, 0]
C52[1, 1, 0, 1, 1, 1, -2]
C52[1, 1, 0, 1, 1, 1, -1]
C52[1, 1, 0, 1, 1, 1, 0]
C42[0, 1, -1, 1, 1, 1, 0]
C42[0, 1, 0, 1, 0, 1, 0]
C42[0, 1, 0, 1, 1, 0, 0]
C42[0, 1, 0, 1, 1, 1, -1]
C42[0, 1, 0, 1, 1, 1, 0]
C42[1, 0, -1, 1, 1, 1, 0]
C42[1, 0, 0, 1, 1, 1, -1]
C42[1, 0, 0, 1, 1, 1, 0]
C42[1, 1, -1, 0, 1, 1, 0]
C42[1, 1, -1, 1, 1, 1, -1]
C42[1, 1, -1, 1, 1, 1, 0]
C42[1, 1, 0, 0, 1, 1, -1]
C42[1, 1, 0, 0, 1, 1, 0]
C42[1, 1, 0, 1, 0, 1, -1]
C42[1, 1, 0, 1, 0, 1, 0]
C42[1, 1, 0, 1, 1, 0, -1]
C42[1, 1, 0, 1, 1, 0, 0]
