B10[0, 0, 0, 1, 1, 1, 0, 0, 0]
B10[0, 0, 1, 1, 1, 0, 0, 0, 0]
B10[0, 0, 1, 1, 1, 1, 0, 0, 0]
B10[0, 1, 0, 0, 1, 0, 0, 0, 0]
B10[0, 1, 0, 0, 1, 1, 0, 0, 0]
B10[0, 1, 0, 0, 1, 2, 0, 0, 0]
B10[0, 1, 0, 0, 2, 1, 0, 0, 0]
B10[0, 1, 1, 0, 0, 1, 0, 0, 0]
B10[0, 0, 1, 1, 2, 0, 0, 0, 0]
B10[0, 1, 0, 1, 1, 0, 0, 0, 0]
B10[0, 1, 0, 1, 1, 1, 0, 0, 0]
B10[0, 1, 1, 1, 0, 1, 0, 0, 0]
B10[0, 1, 1, 1, 1, 1, 0, 0, 0]
B10[0, 1, 0, 0, 0, 1, 0, 0, 0]
B10[1, 1, 0, 0, 1, 1, 0, 0, 0]
B10[0, 1, 0, 1, 0, 1, 0, 0, 0]
B10[1, 1, 0, 1, 1, 0, 0, 0, 0]
B10[1, 1, 0, 1, 1, 1, 0, 0, 0]
B10[1, 1, 0, 1, 1, 2, 0, 0, 0]
B10[1, 1, 0, 1, 2, 0, 0, 0, 0]
B10[1, 1, 0, 1, 2, 1, 0, 0, 0]
B10[1, 1, 0, 2, 1, 0, 0, 0, 0]
B10[1, 1, 0, 2, 1, 1, 0, 0, 0]
B12[0, 0, 1, 1, 1, 0, 0, 0, 0]
B12[0, 1, 1, 0, 1, 0, 0, 0, 0]
B12[0, 1, 1, 0, 1, 1, 0, 0, 0]
B12[0, 1, 1, 1, 0, 1, 0, 0, 0]
B12[0, 1, 1, 1, 1, 0, 0, 0, 0]
B12[0, 1, 1, 1, 1, 1, 0, 0, 0]
B12[0, 1, 1, 0, 0, 1, 0, 0, 0]
B12[0, 0, 1, 1, 2, 0, 0, 0, 0]
B12[0, 0, 2, 1, 1, 0, 0, 0, 0]
B12[0, 1, 0, 0, 1, 0, 0, 0, 0]
B12[0, 1, 1, 0, 0, 0, 0, 0, 0]
B12[1, 0, 1, 1, 1, 0, 0, 0, 0]
B12[1, 1, 1, 0, 0, 1, 0, 0, 0]
B12[1, 1, 1, 0, 1, 1, 0, 0, 0]
B12[0, 1, 0, 1, 1, 0, 0, 0, 0]
B12[0, 1, 1, 1, 0, 0, 0, 0, 0]
B12[1, 1, 0, 1, 1, 0, 0, 0, 0]
B12[1, 1, 0, 1, 2, 0, 0, 0, 0]
B12[1, 1, 0, 2, 1, 0, 0, 0, 0]
B12[1, 1, 1, 1, 1, 0, 0, 0, 0]
B12[1, 1, 1, 1, 2, 0, 0, 0, 0]
B12[1, 1, 1, 2, 1, 0, 0, 0, 0]
B12[1, 1, 2, 1, 1, 0, 0, 0, 0]
B12[1, 1, 1, 1, 0, 1, 0, 0, 0]
B12[1, 1, 1, 1, 1, 1, 0, 0, 0]
B11[0, 0, 1, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 0, 1, 0, 0, 0, 0]
B11[0, 1, 1, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 1, 0, 1, 0, 0, 0]
B11[0, 1, 1, 1, 1, 1, 0, 0, 0]
B11[0, 0, 1, 1, 2, 0, 0, 0, 0]
B11[0, 0, 1, 2, 1, 0, 0, 0, 0]
B11[0, 1, 0, 0, 1, 0, 0, 0, 0]
B11[0, 1, 0, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 0, 0, 0, 0, 0, 0]
B11[0, 1, 1, 1, 0, 0, 0, 0, 0]
B11[1, 0, 1, 0, 1, 1, 0, 0, 0]
B11[1, 0, 1, 1, 1, 0, 0, 0, 0]
B11[1, 0, 1, 1, 2, 0, 0, 0, 0]
B11[1, 1, 0, 0, 1, 0, 0, 0, 0]
B11[1, 1, 1, 0, 0, 1, 0, 0, 0]
B11[1, 1, 1, 0, 1, 1, 0, 0, 0]
B11[1, 1, 0, 1, 1, 0, 0, 0, 0]
B11[1, 1, 0, 1, 2, 0, 0, 0, 0]
B11[1, 1, 0, 2, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 2, 0, 0, 0, 0]
B11[1, 1, 1, 2, 1, 0, 0, 0, 0]
B11[1, 1, 2, 1, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 0, 1, 0, 0, 0]
B11[1, 1, 1, 1, 1, 1, 0, 0, 0]
B11[0, 0, 1, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 0, 1, 0, 0, 0, 0]
B11[0, 1, 1, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 1, 0, 1, 0, 0, 0]
B11[0, 1, 1, 1, 1, 1, 0, 0, 0]
B11[0, 0, 1, 1, 2, 0, 0, 0, 0]
B11[0, 0, 1, 2, 1, 0, 0, 0, 0]
B11[0, 1, 0, 0, 1, 0, 0, 0, 0]
B11[0, 1, 0, 1, 1, 0, 0, 0, 0]
B11[0, 1, 1, 0, 0, 0, 0, 0, 0]
B11[0, 1, 1, 1, 0, 0, 0, 0, 0]
B11[1, 0, 1, 0, 1, 1, 0, 0, 0]
B11[1, 0, 1, 1, 1, 0, 0, 0, 0]
B11[1, 0, 1, 1, 2, 0, 0, 0, 0]
B11[1, 1, 0, 0, 1, 0, 0, 0, 0]
B11[1, 1, 1, 0, 0, 1, 0, 0, 0]
B11[1, 1, 1, 0, 1, 1, 0, 0, 0]
B11[1, 1, 0, 1, 1, 0, 0, 0, 0]
B11[1, 1, 0, 1, 2, 0, 0, 0, 0]
B11[1, 1, 0, 2, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 2, 0, 0, 0, 0]
B11[1, 1, 1, 2, 1, 0, 0, 0, 0]
B11[1, 1, 2, 1, 1, 0, 0, 0, 0]
B11[1, 1, 1, 1, 0, 1, 0, 0, 0]
B11[1, 1, 1, 1, 1, 1, 0, 0, 0]
B8[0, 0, 1, 1, 1, 0, 0, 0, 0]
B8[0, 0, 1, 1, 2, 0, 0, 0, 0]
B8[0, 1, 1, 0, 0, 1, 0, 0, 0]
B8[0, 1, 1, 0, 1, 0, 0, 0, 0]
B8[0, 1, 1, 1, 0, 1, 0, 0, 0]
B8[0, 1, 1, 1, 1, 0, 0, 0, 0]
B8[0, 1, 1, 1, 1, 1, 0, 0, 0]
B8[1, 1, 0, 0, 0, 0, 0, 0, 0]
B8[1, 1, 0, 0, 1, 0, 0, 0, 0]
B8[1, 0, 1, 1, 1, 0, 0, 0, 0]
B8[1, 0, 1, 1, 2, 0, 0, 0, 0]
B8[1, 1, 1, 0, 0, 1, 0, 0, 0]
B8[1, 1, 0, 1, 0, 0, 0, 0, 0]
B8[1, 1, 0, 1, 1, 0, 0, 0, 0]
B8[1, 1, 0, 1, 2, 0, 0, 0, 0]
B8[1, 1, 0, 2, 1, 0, 0, 0, 0]
B8[1, 1, 1, 1, 1, 0, 0, 0, 0]
B8[1, 1, 1, 1, 2, 0, 0, 0, 0]
B8[1, 1, 1, 2, 1, 0, 0, 0, 0]
B8[1, 1, 1, 1, 0, 1, 0, 0, 0]
B8[1, 1, 1, 1, 1, 1, 0, 0, 0]
C5[0, 0, 0, 1, 1, 1, 0, 0, 0]
C5[0, 0, 1, 0, 1, 0, 0, 0, 0]
C5[0, 0, 1, 0, 1, 1, 0, 0, 0]
C5[0, 0, 1, 1, 0, 0, 0, 0, 0]
C5[0, 0, 1, 1, 0, 1, 0, 0, 0]
C5[0, 0, 1, 1, 1, 0, 0, 0, 0]
C5[0, 0, 1, 1, 1, 1, 0, 0, 0]
C5[0, 0, 1, 1, 2, 0, 0, 0, 0]
C5[0, 0, 1, 2, 1, 0, 0, 0, 0]
C5[0, 1, 1, 1, 0, 1, 0, 0, 0]
C5[0, 1, 1, 1, 0, 2, 0, 0, 0]
